🕘️公告,#genre#
掼蛋精英赛,http://k.061899.xyz/k.php?id=dds
咪咕24小时体育台,http://k.061899.xyz/k.php?id=mgty
嘉佳卡通,http://k.061899.xyz/k.php?id=jjkt
BRTV文艺,http://k.061899.xyz/k.php?id=bjwy
BRTV纪实科教,http://k.061899.xyz/k.php?id=bjjs
BRTV影视,http://k.061899.xyz/k.php?id=bjys
BRTV财经,http://k.061899.xyz/k.php?id=bjcj
BRTV体育休闲,http://k.061899.xyz/k.php?id=bjty
BRTV生活,http://k.061899.xyz/k.php?id=bjsh
BRTV新闻,http://k.061899.xyz/k.php?id=bjxw
卡酷少儿,http://k.061899.xyz/k.php?id=bjkk
掼蛋精英赛,http://k.061899.xyz/k.php?id=dds
高清大片,http://k.061899.xyz/k.php?id=gqdp
红色轮播台,http://k.061899.xyz/k.php?id=hslb
经典动画大集合,http://k.061899.xyz/k.php?id=dhdjh
经典深圳旁边电影,http://k.061899.xyz/k.php?id=xgdy
军事迷必看大片,http://k.061899.xyz/k.php?id=jsm
咪咕24小时体育台,http://k.061899.xyz/k.php?id=mgty
玫瑰轮播台,http://k.061899.xyz/k.php?id=mglbt
NBA经典,http://k.061899.xyz/k.php?id=nba
欧洲足球风云,http://k.061899.xyz/k.php?id=zqfy
赛事最经典,http://k.061899.xyz/k.php?id=sszjd
体坛名栏汇,http://k.061899.xyz/k.php?id=ttmlh
乡村振兴,http://k.061899.xyz/k.php?id=xczx
幸福中国年,http://k.061899.xyz/k.php?id=xfzgn
新片放映厅,http://k.061899.xyz/k.php?id=xpdy
周杰伦现场,http://k.061899.xyz/k.php?id=zjlxc
最强综艺趴,http://k.061899.xyz/k.php?id=zqzyp
金色剧场,http://k.061899.xyz/k.php?id=jsjc
凤凰中文,http://k.061899.xyz/k.php?id=fhzw
凤凰资讯,http://k.061899.xyz/k.php?id=fhzx
凤凰香港,http://k.061899.xyz/k.php?id=fhhk

安徽联通-高峰卡,#genre#
CCTV1,http://ahmaslt.sohu.blog:8000/hls/1/index.m3u8
CCTV2,http://ahmaslt.sohu.blog:8000/hls/2/index.m3u8
CCTV3,http://ahmaslt.sohu.blog:8000/hls/3/index.m3u8
CCTV4,http://ahmaslt.sohu.blog:8000/hls/4/index.m3u8
CCTV5,http://ahmaslt.sohu.blog:8000/hls/5/index.m3u8
CCTV5+,http://ahmaslt.sohu.blog:8000/hls/18/index.m3u8
CCTV6,http://ahmaslt.sohu.blog:8000/hls/6/index.m3u8
CCTV7,http://ahmaslt.sohu.blog:8000/hls/7/index.m3u8
CCTV8,http://ahmaslt.sohu.blog:8000/hls/8/index.m3u8
CCTV9,http://ahmaslt.sohu.blog:8000/hls/9/index.m3u8
CCTV10,http://ahmaslt.sohu.blog:8000/hls/10/index.m3u8
CCTV11,http://ahmaslt.sohu.blog:8000/hls/11/index.m3u8
CCTV12,http://ahmaslt.sohu.blog:8000/hls/12/index.m3u8
CCTV13,http://ahmaslt.sohu.blog:8000/hls/13/index.m3u8
CCTV14,http://ahmaslt.sohu.blog:8000/hls/14/index.m3u8
CCTV15,http://ahmaslt.sohu.blog:8000/hls/15/index.m3u8
CCTV17,http://ahmaslt.sohu.blog:8000/hls/16/index.m3u8
CGTN,http://ahmaslt.sohu.blog:8000/hls/20/index.m3u8$标清
CETV1,http://ahmaslt.sohu.blog:8000/hls/19/index.m3u8
CETV2,http://ahmaslt.sohu.blog:8000/hls/21/index.m3u8$标清
CETV4,http://ahmaslt.sohu.blog:8000/hls/22/index.m3u8$标清
湖南卫视,http://ahmaslt.sohu.blog:8000/hls/44/index.m3u8
深圳卫视,http://ahmaslt.sohu.blog:8000/hls/56/index.m3u8
江苏卫视,http://ahmaslt.sohu.blog:8000/hls/38/index.m3u8
浙江卫视,http://ahmaslt.sohu.blog:8000/hls/42/index.m3u8 
东方卫视,http://ahmaslt.sohu.blog:8000/hls/25/index.m3u8
北京卫视,http://ahmaslt.sohu.blog:8000/hls/29/index.m3u8
安徽卫视,http://ahmaslt.sohu.blog:8000/hls/23/index.m3u8
天津卫视,http://ahmaslt.sohu.blog:8000/hls/32/index.m3u8
山东卫视,http://ahmaslt.sohu.blog:8000/hls/34/index.m3u8
河北卫视,http://ahmaslt.sohu.blog:8000/hls/40/index.m3u8
贵州卫视,http://ahmaslt.sohu.blog:8000/hls/46/index.m3u8
辽宁卫视,http://ahmaslt.sohu.blog:8000/hls/48/index.m3u8
黑龙江卫视,http://ahmaslt.sohu.blog:8000/hls/52/index.m3u8
湖北卫视,http://ahmaslt.sohu.blog:8000/hls/43/index.m3u8$标清
东南卫视,http://ahmaslt.sohu.blog:8000/hls/24/index.m3u8$标清
云南卫视,http://ahmaslt.sohu.blog:8000/hls/26/index.m3u8$标清
兵团卫视,http://ahmaslt.sohu.blog:8000/hls/27/index.m3u8$标清
内蒙古卫视,http://ahmaslt.sohu.blog:8000/hls/28/index.m3u8$标清
吉林卫视,http://ahmaslt.sohu.blog:8000/hls/30/index.m3u8$标清
四川卫视,http://ahmaslt.sohu.blog:8000/hls/31/index.m3u8$标清
宁夏卫视,http://ahmaslt.sohu.blog:8000/hls/33/index.m3u8$标清
山西卫视,http://ahmaslt.sohu.blog:8000/hls/35/index.m3u8$标清
广东卫视,http://ahmaslt.sohu.blog:8000/hls/36/index.m3u8$标清
广西卫视,http://ahmaslt.sohu.blog:8000/hls/37/index.m3u8$标清
江西卫视,http://ahmaslt.sohu.blog:8000/hls/39/index.m3u8$标清
河南卫视,http://ahmaslt.sohu.blog:8000/hls/41/index.m3u8$标清
甘肃卫视,http://ahmaslt.sohu.blog:8000/hls/45/index.m3u8$标清
重庆卫视,http://ahmaslt.sohu.blog:8000/hls/49/index.m3u8$标清
陕西卫视,http://ahmaslt.sohu.blog:8000/hls/50/index.m3u8$标清
青海卫视,http://ahmaslt.sohu.blog:8000/hls/51/index.m3u8$标清
厦门卫视,http://ahmaslt.sohu.blog:8000/hls/53/index.m3u8$标清
新疆卫视,http://ahmaslt.sohu.blog:8000/hls/54/index.m3u8$标清
西藏卫视,http://ahmaslt.sohu.blog:8000/hls/55/index.m3u8$标清
山东教育卫视,http://ahmaslt.sohu.blog:8000/hls/57/index.m3u8$标清
海南卫视,http://ahmaslt.sohu.blog:8000/hls/59/index.m3u8$标清
 

郑州/移动广东,#genre#
CCTV1,http://zmgd.zyrnet.com:8888/hls/1/index.m3u8
CCTV2,http://zmgd.zyrnet.com:8888/hls/2/index.m3u8
CCTV3,http://zmgd.zyrnet.com:8888/hls/3/index.m3u8
CCTV4,http://zmgd.zyrnet.com:8888/hls/77/index.m3u8
CCTV5,http://zmgd.zyrnet.com:8888/hls/81/index.m3u8
CCTV6,http://zmgd.zyrnet.com:8888/hls/6/index.m3u8
CCTV7,http://zmgd.zyrnet.com:8888/hls/111/index.m3u8
CCTV8,http://zmgd.zyrnet.com:8888/hls/8/index.m3u8
CCTV9,http://zmgd.zyrnet.com:8888/hls/9/index.m3u8
CCTV10,http://zmgd.zyrnet.com:8888/hls/10/index.m3u8
CCTV11,http://zmgd.zyrnet.com:8888/hls/11/index.m3u8
CCTV12,http://zmgd.zyrnet.com:8888/hls/12/index.m3u8
CCTV13,http://zmgd.zyrnet.com:8888/hls/13/index.m3u8
CCTV14,http://zmgd.zyrnet.com:8888/hls/14/index.m3u8
CCTV15,http://zmgd.zyrnet.com:8888/hls/15/index.m3u8
CCTV17,http://zmgd.zyrnet.com:8888/hls/17/index.m3u8$标清
CETV1,http://zmgd.zyrnet.com:8888/hls/16/index.m3u8
CETV2,http://zmgd.zyrnet.com:8888/hls/49/index.m3u8
CETV4,http://zmgd.zyrnet.com:8888/hls/70/index.m3u8
凤凰中文,http://zmgd.zyrnet.com:8888/hls/110/index.m3u8
凤凰资讯,http://zmgd.zyrnet.com:8888/hls/109/index.m3u8
广东卫视,http://zmgd.zyrnet.com:8888/hls/33/index.m3u8
广西卫视,http://zmgd.zyrnet.com:8888/hls/31/index.m3u8
海南卫视,http://zmgd.zyrnet.com:8888/hls/60/index.m3u8
深圳卫视,http://zmgd.zyrnet.com:8888/hls/32/index.m3u8
东南卫视,http://zmgd.zyrnet.com:8888/hls/43/index.m3u8
北京卫视,http://zmgd.zyrnet.com:8888/hls/79/index.m3u8
天津卫视,http://zmgd.zyrnet.com:8888/hls/50/index.m3u8
浙江卫视,http://zmgd.zyrnet.com:8888/hls/52/index.m3u8
安徽卫视,http://zmgd.zyrnet.com:8888/hls/46/index.m3u8
江苏卫视,http://zmgd.zyrnet.com:8888/hls/44/index.m3u8
江西卫视,http://zmgd.zyrnet.com:8888/hls/56/index.m3u8
重庆卫视,http://zmgd.zyrnet.com:8888/hls/59/index.m3u8
四川卫视,http://zmgd.zyrnet.com:8888/hls/55/index.m3u8
云南卫视,http://zmgd.zyrnet.com:8888/hls/62/index.m3u8
贵州卫视,http://zmgd.zyrnet.com:8888/hls/34/index.m3u8
吉林卫视,http://zmgd.zyrnet.com:8888/hls/61/index.m3u8
河南卫视,http://zmgd.zyrnet.com:8888/hls/18/index.m3u8
湖北卫视,http://zmgd.zyrnet.com:8888/hls/40/index.m3u8
湖南卫视,http://zmgd.zyrnet.com:8888/hls/36/index.m3u8
甘肃卫视,http://zmgd.zyrnet.com:8888/hls/58/index.m3u8
西藏卫视,http://zmgd.zyrnet.com:8888/hls/65/index.m3u8
辽宁卫视,http://zmgd.zyrnet.com:8888/hls/41/index.m3u8
宁夏卫视,http://zmgd.zyrnet.com:8888/hls/51/index.m3u8
山东卫视,http://zmgd.zyrnet.com:8888/hls/53/index.m3u8
山西卫视,http://zmgd.zyrnet.com:8888/hls/57/index.m3u8
新疆卫视,http://zmgd.zyrnet.com:8888/hls/64/index.m3u8
河北卫视,http://zmgd.zyrnet.com:8888/hls/47/index.m3u8
陕西卫视,http://zmgd.zyrnet.com:8888/hls/54/index.m3u8
青海卫视,http://zmgd.zyrnet.com:8888/hls/35/index.m3u8
黑龙江卫视,http://zmgd.zyrnet.com:8888/hls/63/index.m3u8
内蒙古卫视,http://zmgd.zyrnet.com:8888/hls/42/index.m3u8
农林卫视,http://zmgd.zyrnet.com:8888/hls/30/index.m3u8$标清
河南中牟生活,http://zmgd.zyrnet.com:8888/hls/20/index.m3u8
河南中牟综合,http://zmgd.zyrnet.com:8888/hls/116/index.m3u8
河南乡村,http://zmgd.zyrnet.com:8888/hls/28/index.m3u8
河南公共,http://zmgd.zyrnet.com:8888/hls/27/index.m3u8
河南戏曲,http://zmgd.zyrnet.com:8888/hls/113/index.m3u8 
河南新闻,http://zmgd.zyrnet.com:8888/hls/25/index.m3u8
河南民生,http://zmgd.zyrnet.com:8888/hls/22/index.m3u8
河南法治,http://zmgd.zyrnet.com:8888/hls/23/index.m3u8
河南电视剧,http://zmgd.zyrnet.com:8888/hls/24/index.m3u8
河南购物,http://zmgd.zyrnet.com:8888/hls/26/index.m3u8
河南都市,http://zmgd.zyrnet.com:8888/hls/21/index.m3u8
北京少儿,http://zmgd.zyrnet.com:8888/hls/73/index.m3u8
金鹰卡通,http://zmgd.zyrnet.com:8888/hls/37/index.m3u8
哈哈炫动1,http://zmgd.zyrnet.com:8888/hls/39/index.m3u8
嘉佳卡通,http://zmgd.zyrnet.com:8888/hls/74/index.m3u8
优漫卡通,http://zmgd.zyrnet.com:8888/hls/45/index.m3u8
河南中牟生活,http://zmgd.zyrnet.com:8888/hls/20/index.m3u8
重温经典,http://zmgd.zyrnet.com:8888/hls/29/index.m3u8
中牟综合,http://zmgd.zyrnet.com:8888/hls/19/index.m3u8

广东/深圳/天威视讯-高峰卡,#genre#
CCTV1-综合,http://116.77.33.98:44330/tsfile/live/0001_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV2-财经,http://116.77.33.98:44330/tsfile/live/0002_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV3-综艺,http://116.77.33.98:44330/tsfile/live/0003_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV4-国际,http://116.77.33.98:44330/tsfile/live/0004_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV5-体育,http://116.77.33.98:44330/tsfile/live/0005_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV5+体育赛事,http://116.77.33.98:44330/tsfile/live/0006_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV6-电影,http://116.77.33.98:44330/tsfile/live/0007_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV7-军农,http://116.77.33.98:44330/tsfile/live/0008_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV8-电视剧,http://116.77.33.98:44330/tsfile/live/0009_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV9-纪录,http://116.77.33.98:44330/tsfile/live/0010_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV10-科教,http://116.77.33.98:44330/tsfile/live/0011_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV11-戏曲,http://116.77.33.98:44330/tsfile/live/0012_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV12-社会与法,http://116.77.33.98:44330/tsfile/live/0013_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV13-新闻,http://116.77.33.98:44330/tsfile/live/0014_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV14-少儿,http://116.77.33.98:44330/tsfile/live/0015_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV15-音乐,http://116.77.33.98:44330/tsfile/live/0016_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV16,http://116.77.33.98:44330/tsfile/live/0017_1.m3u8?key=txiptv&playlive=0&authid=0
深圳卫视,http://116.77.33.98:44330/tsfile/live/0018_1.m3u8?key=txiptv&playlive=0&authid=0
深圳都市,http://116.77.33.98:44330/tsfile/live/0019_1.m3u8?key=txiptv&playlive=0&authid=0
深圳电视剧,http://116.77.33.98:44330/tsfile/live/1000_1.m3u8?key=txiptv&playlive=0&authid=0
深圳少儿,http://116.77.33.98:44330/tsfile/live/1001_1.m3u8?key=txiptv&playlive=0&authid=0
天威TVG,http://116.77.33.98:44330/tsfile/live/1002_1.m3u8?key=txiptv&playlive=0&authid=0
CGTN,http://116.77.33.98:44330/tsfile/live/1003_1.m3u8?key=txiptv&playlive=0&authid=0
Channel [V],http://116.77.33.98:44330/tsfile/live/1010_1.m3u8?key=txiptv&playlive=0&authid=0
翡翠台,http://116.77.33.98:44330/tsfile/live/1008_1.m3u8?key=txiptv&playlive=0&authid=0
明珠台,http://116.77.33.98:44330/tsfile/live/1009_1.m3u8?key=txiptv&playlive=0&authid=0
凤凰卫视中文台,http://116.77.33.98:44330/tsfile/live/1011_1.m3u8?key=txiptv&playlive=0&authid=0
广东卫视,http://116.77.33.98:44330/tsfile/live/0125_1.m3u8?key=txiptv&playlive=0&authid=0
广东体育,http://116.77.33.98:44330/tsfile/live/1004_1.m3u8?key=txiptv&playlive=0&authid=0
广东公共,http://116.77.33.98:44330/tsfile/live/1005_1.m3u8?key=txiptv&playlive=0&authid=0
广东新闻,http://116.77.33.98:44330/tsfile/live/1006_1.m3u8?key=txiptv&playlive=0&authid=0
南方卫视,http://116.77.33.98:44330/tsfile/live/1007_1.m3u8?key=txiptv&playlive=0&authid=0
湖南卫视,http://116.77.33.98:44330/tsfile/live/0128_1.m3u8?key=txiptv&playlive=0&authid=0
江苏卫视,http://116.77.33.98:44330/tsfile/live/0127_1.m3u8?key=txiptv&playlive=0&authid=0
浙江卫视,http://116.77.33.98:44330/tsfile/live/0124_1.m3u8?key=txiptv&playlive=0&authid=0
北京卫视,http://116.77.33.98:44330/tsfile/live/0122_1.m3u8?key=txiptv&playlive=0&authid=0
上海卫视,http://116.77.33.98:44330/tsfile/live/0107_1.m3u8?key=txiptv&playlive=0&authid=0
天津卫视,http://116.77.33.98:44330/tsfile/live/0135_1.m3u8?key=txiptv&playlive=0&authid=0
山东卫视,http://116.77.33.98:44330/tsfile/live/0131_1.m3u8?key=txiptv&playlive=0&authid=0
黑龙江卫视,http://116.77.33.98:44330/tsfile/live/0143_1.m3u8?key=txiptv&playlive=0&authid=0
安徽卫视,http://116.77.33.98:44330/tsfile/live/0130_1.m3u8?key=txiptv&playlive=0&authid=0
辽宁卫视,http://116.77.33.98:44330/tsfile/live/0121_1.m3u8?key=txiptv&playlive=0&authid=0
湖北卫视,http://116.77.33.98:44330/tsfile/live/0132_1.m3u8?key=txiptv&playlive=0&authid=0
重庆卫视,http://116.77.33.98:44330/tsfile/live/0142_1.m3u8?key=txiptv&playlive=0&authid=0
星空卫视,http://116.77.33.98:44330/tsfile/live/1012_1.m3u8?key=txiptv&playlive=0&authid=0
澳视澳门,http://116.77.33.98:44330/tsfile/live/0114_1.m3u8?key=txiptv&playlive=0&authid=0
四川卫视,http://116.77.33.98:44330/tsfile/live/0123_1.m3u8?key=txiptv&playlive=0&authid=0
吉林卫视,http://116.77.33.98:44330/tsfile/live/0116_1.m3u8?key=txiptv&playlive=0&authid=0
江西卫视,http://116.77.33.98:44330/tsfile/live/0138_1.m3u8?key=txiptv&playlive=0&authid=0
陕西卫视,http://116.77.33.98:44330/tsfile/live/0136_1.m3u8?key=txiptv&playlive=0&authid=0
河南卫视,http://116.77.33.98:44330/tsfile/live/0139_1.m3u8?key=txiptv&playlive=0&authid=0
重温经典,http://116.77.33.98:44330/tsfile/live/1015_1.m3u8?key=txiptv&playlive=0&authid=0

 

 

🚀74.91系列,#genre#
CCTV-1 综合,http://74.91.26.218:82/live/cctv1hd.m3u8
CCTV-2 财经,http://74.91.26.218:82/live/cctv2hd.m3u8
CCTV-3 综艺,http://74.91.26.218:82/live/cctv3hd.m3u8
CCTV-4 中文国际,http://74.91.26.218:82/live/cctv4hd.m3u8
CCTV-5 体育,http://74.91.26.218:82/live/cctv5hd.m3u8
CCTV-5+ 体育赛事,http://74.91.26.218:82/live/cctv5p.m3u8
CCTV-6 电影,http://74.91.26.218:82/live/cctv6hd.m3u8
CCTV-7 国防军事,http://74.91.26.218:82/live/cctv7hd.m3u8
CCTV-8 电视剧,http://74.91.26.218:82/live/cctv8hd.m3u8
CCTV-9 纪录,http://74.91.26.218:82/live/cctv9hd.m3u8
CCTV-10 科教,http://74.91.26.218:82/live/cctv10hd.m3u8
CCTV-11 戏曲,http://74.91.26.218:82/live/cctv11hd.m3u8
CCTV-12 社会与法,http://74.91.26.218:82/live/cctv12hd.m3u8
CCTV-13 新闻,http://74.91.26.218:82/live/cctv13hd.m3u8
CCTV-14 少儿,http://74.91.26.218:82/live/cctv14hd.m3u8
CCTV-15 音乐,http://74.91.26.218:82/live/cctv15hd.m3u8
CCTV-16 奥林匹克,http://74.91.26.218:82/live/cctv16hd.m3u8
CCTV-17 农业农村,http://74.91.26.218:82/live/cctv17hd.m3u8

🚀个别频道,#genre#
CCTV2,http://8.138.7.223/tv/cctv2.php$高峰带广告
重温经典,http://8.138.7.223/tv/cwjd.php
河南卫视,http://lxajh.top/tv/hn.php?id=hnws
河南卫视,http://xn--z6ut02b.xn--qoqw77q.top/iptv.php?id=hnws
三沙卫视,https://livessws.hnntv.cn/live/ssws_260111hnntv.m3u8$官网标清 
凤凰卫视,http://stream.snrtv.com/sxbc-nl-blqT16.m3u8$官网标清 
新唐人,https://ntd02.akamaized.net/HD-NY/tracks-v3a1/mono.m3u8$官网
新唐人,https://livedata.cloudokyo.cloud/hls/424e5248-02c2-47f3-9435-28877812d25c/hls_480p/video.m3u8$官网标清
CGTN法语,http://espanol-liveali.cgtn.com/hls/LSveOGBaBw41Ea7ukkVAUdKQ220802LSTexu6xAuFH8VZNBLE1ZNEa220802cd.m3u8$官网 
